# Final cluster catalogue of successfully downloaded clusters
# column 1: ID
# column 2: Name
# column 3: RA [deg]
# column 4: Dec [deg]
# column 5: cluster photometric redshift z_cl
# column 6: richness N_mem
# column 7: spectroscopic redshift of BCG (-1.0 if not available)
ID Name "RA [deg]" "Dec [deg]" z_cl Richness "BCG redshift"
1827 HSCJ151309+432753 228.287347 43.464789 0.2523 24.36 -1.0
1828 HSCJ151322+433531 228.341384 43.591944 0.4408 27.128 0.44211
1829 HSCJ151359+422639 228.495104 42.444131 0.362 32.836 0.37653
1830 HSCJ151426+434042 228.609974 43.678271 0.24 27.576 -1.0
1831 HSCJ151515+434003 228.813634 43.667485 0.2335 28.0 0.23684
1832 HSCJ151601+422420 229.003467 42.40558 0.352 36.101 -1.0
1833 HSCJ151617+433632 229.072256 43.608901 0.2696 18.164 0.28087
1834 HSCJ151617+431439 229.072844 43.244068 0.364 16.915 0.37264
1835 HSCJ151711+432617 229.294959 43.437977 0.1837 20.846 0.18056
1836 HSCJ151839+433418 229.662278 43.571801 0.3287 16.439 0.33261
1837 HSCJ151922+434051 229.842945 43.680912 0.3215 16.531 -1.0
1838 HSCJ152016+433259 230.066214 43.549825 0.2631 23.156 0.28133
1839 HSCJ152247+423541 230.697301 42.594632 0.3798 30.1 0.37873
1840 HSCJ152359+441716 230.993982 44.287697 0.2087 21.674 -1.0
1841 HSCJ152404+432240 231.018526 43.37776 0.3477 56.064 -1.0
1842 HSCJ152447+431539 231.194583 43.260873 0.38 18.969 -1.0
1843 HSCJ152508+441524 231.282185 44.256651 0.2381 17.254 0.24145
1844 HSCJ152533+423920 231.386749 42.655421 0.2808 27.31 -1.0
1845 HSCJ152555+440642 231.479154 44.11167 0.3941 18.002 0.41444
1846 HSCJ152605+440509 231.518922 44.085861 0.322 40.197 0.33601
1847 HSCJ152620+441353 231.583438 44.231383 0.4203 22.092 -1.0
1848 HSCJ152651+440524 231.714472 44.089997 0.3995 38.003 -1.0
1849 HSCJ152827+421627 232.114508 42.274304 0.4285 16.042 -1.0
1850 HSCJ152841+425618 232.170031 42.938273 0.2681 18.444 0.27953
1851 HSCJ152914+440152 232.309307 44.03102 0.274 21.861 0.27258
1852 HSCJ152932+435629 232.382126 43.941489 0.27 21.667 -1.0
1853 HSCJ152946+440804 232.442831 44.134511 0.1571 51.661 0.14784
1854 HSCJ152947+425200 232.443965 42.866551 0.1348 19.871 0.15018
1855 HSCJ153020+422019 232.585038 42.338694 0.336 16.833 -1.0
1856 HSCJ153027+422033 232.610653 42.34243 0.444 19.061 0.44561
1857 HSCJ153036+433613 232.651452 43.603689 0.448 16.873 0.44427
1858 HSCJ153040+422442 232.665814 42.411732 0.37 18.611 -1.0
1859 HSCJ153229+431823 233.122292 43.306516 0.4986 18.679 0.5008
1860 HSCJ153240+430328 233.165628 43.057804 0.1532 27.608 0.14274
1861 HSCJ153319+435134 233.329587 43.859499 0.284 25.435 0.27103
1862 HSCJ153414+423845 233.557763 42.645809 0.3484 20.818 0.34756
1863 HSCJ153608+432706 234.03167 43.45173 0.2595 16.197 0.25573
1864 HSCJ153704+424457 234.267478 42.749157 0.338 33.339 -1.0
1865 HSCJ154017+430024 235.07212 43.006769 0.25 32.075 -1.0
1866 HSCJ154044+422234 235.1818 42.376093 0.1512 17.458 0.14262
1867 HSCJ154109+432748 235.28601 43.463237 0.2569 31.928 0.26785
1868 HSCJ154127+433641 235.3638 43.611508 0.2585 17.052 0.26544
1869 HSCJ154157+424919 235.487751 42.821906 0.2322 53.251 0.24758
1870 HSCJ154213+435139 235.553602 43.860867 0.3511 27.627 -1.0
1871 HSCJ154220+434528 235.581897 43.757872 0.2445 23.562 0.26421
1872 HSCJ154244+440544 235.681919 44.095651 0.37 15.065 0.3761
1873 HSCJ154417+424605 236.070331 42.768005 0.2357 28.764 0.24532
1874 HSCJ154650+430627 236.708768 43.107446 0.2603 18.478 0.26431
1875 HSCJ154803+423006 237.013149 42.501567 0.3957 24.19 -1.0
1876 HSCJ154842+424918 237.174963 42.821789 0.4003 25.478 -1.0
1877 HSCJ154928+440350 237.367496 44.063937 0.38 27.187 -1.0
1878 HSCJ155002+423531 237.507157 42.592015 0.2408 15.737 -1.0
1879 HSCJ155057+421439 237.736214 42.244064 0.2303 25.166 0.22984
1880 HSCJ155224+424148 238.100258 42.696665 0.45 16.545 -1.0
1881 HSCJ155240+442146 238.165303 44.362818 0.4582 16.689 -1.0
1882 HSCJ155310+424531 238.292542 42.758609 0.453 37.253 0.45468
1883 HSCJ155528+425208 238.868455 42.868833 0.2301 19.616 0.2635
1884 HSCJ155631+425245 239.128958 42.879107 0.19 26.286 0.20551
1885 HSCJ155756+432248 239.482119 43.379878 0.1985 22.091 0.20641
1886 HSCJ155859+442138 239.745351 44.360686 0.4328 15.247 -1.0
1887 HSCJ160012+431621 240.050245 43.272632 0.248 19.203 0.2719
1888 HSCJ160129+435949 240.371264 43.997019 0.43 23.977 0.42859
1889 HSCJ160134+424532 240.393405 42.759017 0.2163 24.883 0.20797
1890 HSCJ160203+441745 240.512445 44.29592 0.44 27.097 0.42888
1891 HSCJ160210+435501 240.539688 43.916992 0.2234 17.31 -1.0
1892 HSCJ160225+434616 240.604448 43.77109 0.4196 26.239 -1.0
1893 HSCJ160251+433505 240.710769 43.584736 0.394 40.211 0.41358
1894 HSCJ160300+421216 240.749247 42.204468 0.466 26.66 0.47077
1895 HSCJ160306+421139 240.775646 42.194056 0.218 30.147 0.22716
1896 HSCJ160428+434257 241.117595 43.715699 0.4121 18.525 0.4163
1897 HSCJ160618+425500 241.576661 42.916648 0.2142 15.997 -1.0
1898 HSCJ160908+424332 242.282129 42.72554 0.316 16.934 0.32424
1899 HSCJ160925+425442 242.354512 42.911632 0.2456 18.677 0.25826
1900 HSCJ161046+424005 242.69189 42.667993 0.2318 15.596 -1.0
1901 HSCJ161208+423729 243.032911 42.624718 0.14 16.64 0.13744
1902 HSCJ161241+432459 243.171424 43.416302 0.4787 24.24 0.48656
1903 HSCJ161254+441211 243.226896 44.203152 0.1349 18.259 0.13765
1904 HSCJ161311+435606 243.295541 43.93489 0.168 19.616 0.14473
1905 HSCJ161323+440925 243.345397 44.156908 0.4521 22.796 0.45095
1906 HSCJ161327+435130 243.361392 43.858438 0.228 17.701 0.22722
1907 HSCJ161347+431606 243.443967 43.26838 0.246 40.795 0.25065
1908 HSCJ161357+435219 243.488475 43.872011 0.4722 20.253 -1.0
1909 HSCJ161420+435612 243.585153 43.936595 0.4986 18.206 0.49951
1910 HSCJ161423+434607 243.593767 43.768478 0.224 23.451 0.21383
1911 HSCJ161620+441614 244.082022 44.270578 0.1785 15.137 0.17612
1912 HSCJ161636+435739 244.151048 43.960923 0.2279 27.836 0.21195
1913 HSCJ161638+422656 244.157618 42.448791 0.1619 49.139 0.13676
1914 HSCJ161648+425551 244.20047 42.930738 0.238 17.204 -1.0
1915 HSCJ161649+421947 244.202376 42.329688 0.298 15.045 0.29681
1916 HSCJ161704+442338 244.266984 44.393755 0.4816 33.189 -1.0
1917 HSCJ161821+430558 244.585919 43.09958 0.1 15.257 0.06326
1918 HSCJ161906+424656 244.773801 42.782291 0.194 32.085 0.19364
1919 HSCJ162008+423003 245.034418 42.500847 0.146 35.472 0.13364
1920 HSCJ162026+441341 245.109934 44.228066 0.232 19.324 -1.0
1921 HSCJ162037+422251 245.155063 42.380814 0.27 33.65 0.26752
1922 HSCJ162047+430912 245.194374 43.153196 0.1477 23.127 0.13407
1923 HSCJ162131+424526 245.379579 42.757269 0.1537 43.832 0.13967
1924 HSCJ162132+425934 245.381297 42.992709 0.234 24.939 -1.0
1925 HSCJ162152+430533 245.465569 43.092449 0.2604 32.339 -1.0
1926 HSCJ162203+431219 245.511004 43.205286 0.4457 15.049 0.44712
1927 HSCJ162209+442540 245.538128 44.427786 0.148 27.457 0.16452
1928 HSCJ162225+424222 245.604341 42.706212 0.2544 18.852 -1.0
1929 HSCJ162226+425829 245.61005 42.974779 0.4454 15.809 0.45485
1930 HSCJ162305+423758 245.770371 42.632679 0.4651 16.35 0.45801
1931 HSCJ162315+431728 245.812636 43.291148 0.438 18.239 0.45452
1932 HSCJ162316+422607 245.818078 42.435163 0.2502 22.821 0.26627
1933 HSCJ162432+432003 246.134316 43.334199 0.264 25.815 0.28795
1934 HSCJ162451+433928 246.214365 43.657734 0.458 17.462 -1.0
1935 HSCJ162542+435554 246.426347 43.931777 0.142 17.905 0.13314
1936 HSCJ162602+434154 246.508505 43.69825 0.2531 23.521 -1.0
1937 HSCJ162607+423004 246.527809 42.501021 0.3772 16.023 0.39162
1938 HSCJ162624+425320 246.599002 42.889021 0.1931 35.024 0.18623
1939 HSCJ162643+424012 246.677204 42.669936 0.1922 44.288 0.18703
1940 HSCJ162650+433403 246.7091 43.567575 0.1404 21.78 0.13865
1941 HSCJ162714+421423 246.80685 42.239635 0.158 20.833 0.15986
1942 HSCJ162730+425346 246.874346 42.896072 0.23 25.239 0.22571
1943 HSCJ162805+434157 247.019715 43.699085 0.388 15.297 0.3907
1944 HSCJ162813+434848 247.053955 43.813383 0.2585 51.206 0.2772
1945 HSCJ162814+430307 247.058707 43.052065 0.3751 21.681 -1.0
1946 HSCJ162815+431304 247.060883 43.217663 0.3678 26.933 0.38956
1947 HSCJ163025+431826 247.604003 43.30733 0.2359 23.865 0.22111
1948 HSCJ163101+430201 247.752303 43.033653 0.4046 21.193 0.41222
1949 HSCJ163133+432122 247.885623 43.356124 0.24 15.271 0.22926
1950 HSCJ163331+442549 248.381154 44.43025 0.4898 47.227 0.50147
1951 HSCJ163350+430450 248.458109 43.080505 0.2592 45.416 0.27007
1952 HSCJ163457+424734 248.735911 42.792826 0.232 44.023 0.22235
1953 HSCJ163505+430915 248.769293 43.154173 0.2293 30.768 0.22207
1954 HSCJ163508+430858 248.7813 43.149326 0.4042 18.65 -1.0
1955 HSCJ163544+423741 248.935288 42.62799 0.334 19.622 0.32274
1956 HSCJ163638+421735 249.15852 42.293043 0.4 17.063 -1.0
1957 HSCJ163653+440906 249.221355 44.151707 0.3589 18.545 -1.0
1958 HSCJ163751+421757 249.464051 42.299276 0.2051 15.239 -1.0
1959 HSCJ163752+421442 249.464966 42.244936 0.1432 15.294 0.17127
1960 HSCJ163825+430401 249.602537 43.067055 0.3817 21.076 -1.0
1961 HSCJ164050+424710 250.208914 42.786174 0.2274 20.489 -1.0
1962 HSCJ164114+425020 250.309771 42.838803 0.1806 32.964 0.17336
1963 HSCJ220158+043402 330.490831 4.5673 0.4093 18.854 -1.0
1964 HSCJ220207+014632 330.529537 1.775507 0.2264 15.926 -1.0
1965 HSCJ220228+034207 330.614871 3.701868 0.404 23.553 0.40918
1966 HSCJ220310+023322 330.790682 2.556192 0.4711 18.598 0.48558
1967 HSCJ220432+015318 331.132355 1.888349 0.364 15.495 -1.0
1968 HSCJ220504-003345 331.26855 -0.562566 0.162 21.299 0.14373
1969 HSCJ220516-003325 331.315212 -0.556909 0.37 20.184 0.37004
1970 HSCJ220519+045103 331.330185 4.850837 0.4106 19.652 0.41482
1971 HSCJ220538+023022 331.410264 2.506135 0.2082 28.579 -1.0
1972 HSCJ220541+013801 331.421694 1.633503 0.204 29.729 -1.0
1973 HSCJ220600+054236 331.500171 5.709976 0.2583 20.811 -1.0
1974 HSCJ220607+012831 331.528806 1.475384 0.312 16.508 -1.0
1975 HSCJ220614+045758 331.559801 4.966065 0.4059 17.182 0.45056
1976 HSCJ220625+013905 331.603538 1.651367 0.278 23.755 0.28174
1977 HSCJ220637+053746 331.652163 5.629404 0.252 16.373 0.26939
1978 HSCJ220654+010359 331.723902 1.066315 0.2352 21.627 -1.0
1979 HSCJ220715-001456 331.814129 -0.248889 0.2278 16.217 -1.0
1980 HSCJ220716+004348 331.818359 0.729879 0.4327 23.6 0.43943
1981 HSCJ220727+053735 331.863107 5.626446 0.264 17.142 -1.0
1982 HSCJ220741+054235 331.920389 5.709796 0.158 19.963 0.15096
1983 HSCJ220805+045124 332.02074 4.856603 0.4676 17.0 0.46616
1984 HSCJ220814+051049 332.057764 5.18039 0.3877 30.616 0.36975
1985 HSCJ220817+003104 332.069115 0.517639 0.2465 15.489 -1.0
1986 HSCJ220825+044113 332.105118 4.686869 0.4262 25.448 0.4295
1987 HSCJ220839+054238 332.161403 5.710555 0.2776 23.793 -1.0
1988 HSCJ220851+004619 332.213837 0.771933 0.434 21.039 0.4418
1989 HSCJ220905+050554 332.270188 5.09828 0.4433 16.69 -1.0
1990 HSCJ220909+003220 332.287266 0.538758 0.4437 22.308 0.44072
1991 HSCJ220911+052511 332.296077 5.419833 0.4489 16.952 -1.0
1992 HSCJ220930+024126 332.373239 2.690653 0.4519 15.378 -1.0
1993 HSCJ220932-002829 332.382102 -0.474856 0.302 15.248 -1.0
1994 HSCJ220938+041532 332.409973 4.259024 0.31 22.782 0.31468
1995 HSCJ220950+020158 332.459155 2.032699 0.48 17.571 0.47382
1996 HSCJ221017+020715 332.570713 2.120847 0.4704 16.743 0.46845
1997 HSCJ221100+054657 332.749941 5.782362 0.172 28.372 -1.0
1998 HSCJ221103+015503 332.763002 1.917486 0.4764 20.083 -1.0
1999 HSCJ221106+045043 332.773207 4.84514 0.392 30.06 0.40518
2000 HSCJ221117+015954 332.8221 1.998208 0.4725 17.389 0.47056
2001 HSCJ221118+041927 332.826852 4.324181 0.28 17.571 -1.0
2002 HSCJ221121+043414 332.835704 4.570668 0.4158 24.094 0.41202
2003 HSCJ221123-000348 332.84647 -0.063375 0.4811 15.847 0.49018
2004 HSCJ221138+015315 332.909424 1.887591 0.162 15.574 0.14982
2005 HSCJ221211-000821 333.047749 -0.139096 0.366 26.589 0.36467
2006 HSCJ221233+014627 333.138756 1.774123 0.4999 24.052 -1.0
2007 HSCJ221252+023600 333.218466 2.60009 0.443 21.573 -1.0
2008 HSCJ221302+023312 333.258191 2.553443 0.4635 15.123 -1.0
2009 HSCJ221306-001831 333.276693 -0.308485 0.408 28.007 0.4076
2010 HSCJ221310-003845 333.293561 -0.645696 0.1994 17.201 0.18212
2011 HSCJ221317-001544 333.320976 -0.262246 0.4431 16.615 0.44666
2012 HSCJ221325-000821 333.354269 -0.139148 0.1068 25.738 -1.0
2013 HSCJ221326+024638 333.356749 2.777241 0.436 30.211 0.43941
2014 HSCJ221327-000956 333.36244 -0.165607 0.318 21.591 0.33625
2015 HSCJ221344-001147 333.434265 -0.196394 0.38 23.539 0.36516
2016 HSCJ221416+042346 333.567816 4.39606 0.3527 34.017 0.36616
2017 HSCJ221422+004706 333.593076 0.784935 0.302 21.713 -1.0
2018 HSCJ221440+035202 333.665823 3.867128 0.2956 16.289 -1.0
2019 HSCJ221443+012946 333.677823 1.496244 0.2 31.013 0.18207
2020 HSCJ221448+025701 333.700549 2.95029 0.4087 30.883 0.40051
2021 HSCJ221451+044101 333.713248 4.683612 0.402 20.595 0.39134
2022 HSCJ221457-000107 333.738594 -0.018529 0.3017 15.167 -1.0
2023 HSCJ221504+045025 333.768015 4.840206 0.2852 23.19 0.28482
2024 HSCJ221541+043511 333.920111 4.586505 0.1501 17.328 -1.0
2025 HSCJ221542+054117 333.923948 5.688155 0.214 30.297 0.21331
2026 HSCJ221555+050650 333.979674 5.113999 0.3926 24.843 0.39449
2027 HSCJ221557+023237 333.987888 2.543631 0.1606 20.306 0.14834
2028 HSCJ221614+053318 334.06012 5.554947 0.3926 19.61 -1.0
2029 HSCJ221616+002454 334.067694 0.414862 0.33 16.36 0.31666
2030 HSCJ221621+002223 334.089354 0.373049 0.4612 19.978 0.46381
2031 HSCJ221657+051342 334.239419 5.228409 0.3589 20.941 0.39309
2032 HSCJ221704+055306 334.267015 5.885026 0.3015 15.48 0.29974
2033 HSCJ221711-003831 334.297794 -0.641903 0.4244 20.555 0.407
2034 HSCJ221723-001017 334.347182 -0.171251 0.3446 22.951 0.33066
2035 HSCJ221729+053647 334.370628 5.613087 0.2245 22.677 0.22722
2036 HSCJ221756+050044 334.484685 5.012101 0.4632 16.732 0.4698
2037 HSCJ221802+005109 334.509297 0.852603 0.2697 20.672 0.27682
2038 HSCJ221819+033425 334.57804 3.573652 0.1745 21.256 -1.0
2039 HSCJ221833+022348 334.635626 2.39671 0.4931 15.852 -1.0
2040 HSCJ221840+045917 334.665108 4.988158 0.212 15.897 -1.0
2041 HSCJ221841+051131 334.669117 5.191993 0.202 28.518 0.19498
2042 HSCJ221911+004443 334.796045 0.745273 0.304 26.788 0.31811
2043 HSCJ221914+043928 334.809409 4.657718 0.3 16.039 0.3042
2044 HSCJ221919+052527 334.830375 5.424261 0.364 21.383 0.37966
2045 HSCJ221936+000848 334.899776 0.146791 0.31 15.257 0.32188
2046 HSCJ221946+005254 334.942698 0.881651 0.278 22.236 0.3219
2047 HSCJ222000+001600 335.000728 0.266643 0.2339 43.062 0.23051
2048 HSCJ222019+033454 335.079965 3.581585 0.2278 22.589 -1.0
2049 HSCJ222022+002556 335.093703 0.432118 0.4246 16.98 0.42097
2050 HSCJ222035+044244 335.147107 4.712346 0.3 35.129 0.30783
2051 HSCJ222037+052146 335.154825 5.362905 0.2693 15.589 -1.0
2052 HSCJ222049+004045 335.204494 0.679243 0.278 23.755 -1.0
2053 HSCJ222052+005815 335.214776 0.970967 0.2914 16.823 0.31818
2054 HSCJ222100+053226 335.252081 5.540674 0.1 25.066 -1.0
2055 HSCJ222112+001125 335.298785 0.190273 0.2667 17.601 -1.0
2056 HSCJ222125+040756 335.355161 4.132167 0.174 25.963 -1.0
2057 HSCJ222132+002537 335.384398 0.427023 0.3806 23.809 0.40569
2058 HSCJ222134+011953 335.392542 1.331443 0.3114 26.11 -1.0
2059 HSCJ222135+053401 335.395339 5.566996 0.3458 15.138 0.38716
2060 HSCJ222218+003643 335.573629 0.61193 0.3112 30.018 0.3196
2061 HSCJ222234+010442 335.641887 1.078292 0.3227 18.843 0.33167
2062 HSCJ222236+012653 335.649948 1.447922 0.2976 21.706 -1.0
2063 HSCJ222245+003209 335.688804 0.535893 0.1855 31.441 0.16367
2064 HSCJ222253+050804 335.722376 5.134358 0.1 15.631 -1.0
2065 HSCJ222301+045439 335.755815 4.910773 0.4545 15.108 0.45665
2066 HSCJ222303-003622 335.760763 -0.606097 0.4158 27.386 0.40448
2067 HSCJ222312+013812 335.800129 1.636555 0.5 16.061 0.49749
2068 HSCJ222333+051301 335.886298 5.217014 0.4527 24.643 0.45876
2069 HSCJ222357+010950 335.989104 1.163768 0.274 19.188 0.28684
2070 HSCJ222358+045436 335.9911 4.909976 0.4432 24.595 -1.0
2071 HSCJ222359+004842 335.997556 0.8116 0.2263 16.091 -1.0
2072 HSCJ222410+001934 336.040891 0.325988 0.1851 45.427 0.14573
2073 HSCJ222421-003120 336.088197 -0.522245 0.4216 23.39 0.40634
2074 HSCJ222422+012627 336.091787 1.440927 0.292 25.518 -1.0
2075 HSCJ222425+010238 336.10618 1.043805 0.3046 16.283 0.31185
2076 HSCJ222455-002303 336.229686 -0.384057 0.163 28.401 0.14249
2077 HSCJ222456-002115 336.233707 -0.354121 0.308 34.033 0.3154
2078 HSCJ222502+003306 336.260161 0.551774 0.2172 16.897 0.19551
2079 HSCJ222516+050722 336.317577 5.122879 0.4503 21.987 -1.0
2080 HSCJ222524+044832 336.347955 4.808806 0.492 37.508 0.49875
2081 HSCJ222531+041657 336.379013 4.282455 0.3 17.779 0.30484
2082 HSCJ222538-001836 336.40728 -0.310036 0.4148 22.094 0.40569
2083 HSCJ222538+004250 336.408615 0.713784 0.4164 18.207 0.40684
2084 HSCJ222541+010504 336.420552 1.084569 0.2867 52.722 0.29332
2085 HSCJ222611+002311 336.547854 0.386381 0.4213 20.225 -1.0
2086 HSCJ222627+005329 336.61366 0.891419 0.2989 16.551 0.29404
2087 HSCJ222629+052252 336.619372 5.381181 0.47 18.86 0.48137
2088 HSCJ222637+051125 336.65252 5.190238 0.124 24.923 -1.0
2089 HSCJ222639-003551 336.660488 -0.597424 0.404 32.842 -1.0
2090 HSCJ222641+012435 336.669846 1.409714 0.2269 18.002 0.20666
2091 HSCJ222646+035238 336.690856 3.877114 0.31 30.676 -1.0
2092 HSCJ222705+045256 336.772682 4.882223 0.2006 28.51 -1.0
2093 HSCJ222715+025553 336.810925 2.931353 0.22 15.345 0.22328
2094 HSCJ222727+040720 336.864099 4.122195 0.468 37.561 0.47404
2095 HSCJ222752+030110 336.966623 3.019432 0.306 15.618 0.29393
2096 HSCJ222758+000726 336.991633 0.123894 0.2191 19.059 0.2089
2097 HSCJ222816-004828 337.068634 -0.807737 0.308 18.875 0.29169
2098 HSCJ222829-004843 337.120828 -0.811869 0.216 22.838 -1.0
2099 HSCJ222829+014236 337.122013 1.710104 0.326 39.474 -1.0
2100 HSCJ222837+052419 337.153012 5.405318 0.4084 18.411 0.42194
2101 HSCJ222900+045848 337.252014 4.980039 0.1606 31.652 0.1646
2102 HSCJ222904+023338 337.266693 2.560587 0.4638 19.645 0.45069
2103 HSCJ222913+033824 337.304938 3.640113 0.1767 16.744 0.16644
2104 HSCJ222918-003116 337.323958 -0.521193 0.3495 23.1 0.34581
2105 HSCJ222936+031840 337.398028 3.311073 0.302 29.701 0.29491
2106 HSCJ222959-003057 337.494596 -0.515951 0.406 24.128 0.40438
2107 HSCJ223001+034324 337.504346 3.723413 0.304 18.242 0.30326
2108 HSCJ223008-000013 337.532685 -0.003736 0.2079 80.618 0.20812
2109 HSCJ223018-001845 337.57295 -0.3126 0.4093 28.104 0.40578
2110 HSCJ223028+052242 337.618718 5.378412 0.3559 19.369 -1.0
2111 HSCJ223037+003712 337.652593 0.619913 0.312 17.473 0.31426
2112 HSCJ223037+032852 337.65582 3.48112 0.3 21.673 0.29452
2113 HSCJ223043+040142 337.677469 4.028201 0.1349 24.525 0.14146
2114 HSCJ223044+002830 337.685261 0.475104 0.4178 20.441 0.41237
2115 HSCJ223101+005811 337.754996 0.969835 0.392 17.969 0.39555
2116 HSCJ223102+035048 337.759622 3.84664 0.5 25.813 -1.0
2117 HSCJ223126+001743 337.858979 0.295305 0.246 31.688 0.25467
2118 HSCJ223142+045139 337.923215 4.860908 0.178 22.309 0.1827
2119 HSCJ223149+022038 337.952878 2.343901 0.352 24.43 0.352
2120 HSCJ223149+032603 337.953057 3.434221 0.488 15.344 0.48201
2121 HSCJ223158+035117 337.990489 3.854746 0.302 78.823 -1.0
2122 HSCJ223200+044704 338.000093 4.78444 0.2676 29.41 0.29888
2123 HSCJ223218+013744 338.075075 1.62896 0.1717 15.004 -1.0
2124 HSCJ223232+051233 338.131742 5.209059 0.2306 15.091 0.23906
2125 HSCJ223237+024018 338.15407 2.671586 0.239 16.468 0.25066
2126 HSCJ223317-001949 338.321249 -0.330362 0.404 21.071 -1.0
2127 HSCJ223321+032416 338.338615 3.404342 0.18 23.674 -1.0
2128 HSCJ223323+013849 338.34737 1.646996 0.2598 16.738 -1.0
2129 HSCJ223343+004000 338.429029 0.666713 0.4005 17.263 -1.0
2130 HSCJ223347+024006 338.445911 2.668457 0.23 17.672 0.22238
2131 HSCJ223356+021348 338.48453 2.229867 0.362 15.247 -1.0
2132 HSCJ223404+015828 338.518534 1.974321 0.24 17.332 0.25931
2133 HSCJ223407-000637 338.528677 -0.11037 0.3911 17.765 0.39908
2134 HSCJ223409+011313 338.538434 1.220393 0.266 27.029 0.25526
2135 HSCJ223424+055018 338.598429 5.838284 0.1466 92.574 -1.0
2136 HSCJ223425+023646 338.605508 2.612796 0.1809 15.779 0.20658
2137 HSCJ223432+034459 338.635002 3.74972 0.31 17.988 -1.0
2138 HSCJ223437+043022 338.653462 4.506222 0.356 36.913 -1.0
2139 HSCJ223459+002421 338.744933 0.405943 0.2588 18.626 0.25771
2140 HSCJ223518+014410 338.82339 1.736068 0.3784 16.297 -1.0
2141 HSCJ223525+041103 338.856071 4.184224 0.3154 20.701 0.30209
2142 HSCJ223550+041640 338.958726 4.277732 0.338 40.053 -1.0
2143 HSCJ223550+030615 338.9602 3.104039 0.2219 17.053 0.24058
2144 HSCJ223556-001411 338.983936 -0.236401 0.244 19.582 0.24877
2145 HSCJ223602+021314 339.00809 2.220576 0.1607 15.131 0.14904
2146 HSCJ223617+024230 339.069173 2.708385 0.2536 15.459 -1.0
2147 HSCJ223618+050201 339.076569 5.033549 0.144 19.45 0.13553
2148 HSCJ223632+013631 339.133728 1.60866 0.346 18.386 -1.0
2149 HSCJ223632+013118 339.134768 1.521799 0.192 24.098 0.18716
2150 HSCJ223638+023101 339.157059 2.516806 0.194 20.283 -1.0
2151 HSCJ223654+004235 339.226616 0.709626 0.4632 19.068 0.46111
2152 HSCJ223659+022649 339.244942 2.446965 0.352 18.999 0.35372
2153 HSCJ223716+052357 339.315279 5.399158 0.4703 15.585 0.4843
2154 HSCJ223724+051453 339.351011 5.248146 0.36 32.742 0.36939
2155 HSCJ223735+020605 339.395573 2.101434 0.352 38.123 0.3592
2156 HSCJ223805+051022 339.519197 5.172908 0.355 24.175 0.37062
2157 HSCJ223813+040401 339.552889 4.066862 0.2554 18.916 -1.0
2158 HSCJ223813+014404 339.5557 1.734377 0.234 17.305 0.23114
2159 HSCJ223821+002627 339.5889 0.440912 0.2108 20.839 0.21224
2160 HSCJ223829+034022 339.621491 3.672681 0.186 33.974 -1.0
2161 HSCJ223847+041451 339.69739 4.2475 0.244 27.879 0.24894
2162 HSCJ223851+024408 339.712602 2.735557 0.432 21.745 0.44161
2163 HSCJ223854+050926 339.726198 5.157325 0.4129 15.208 0.43026
2164 HSCJ223859+042637 339.74729 4.443722 0.3699 19.867 -1.0
2165 HSCJ223900+045022 339.750407 4.839574 0.362 15.041 0.37116
2166 HSCJ223905+003912 339.771892 0.653367 0.2022 25.93 0.20904
2167 HSCJ223931+023506 339.879564 2.585033 0.4298 16.072 -1.0
2168 HSCJ223941+042716 339.920755 4.454324 0.1838 15.5 0.18559
2169 HSCJ224013+030355 340.055246 3.065218 0.4338 37.635 0.44875
2170 HSCJ224015+015908 340.06158 1.985499 0.432 24.069 0.44158
2171 HSCJ224035+013252 340.144378 1.547759 0.4212 19.616 -1.0
2172 HSCJ224107+022740 340.280457 2.461224 0.4247 27.708 -1.0
2173 HSCJ224120+013042 340.335327 1.511704 0.47 21.483 -1.0
2174 HSCJ224127+031435 340.362887 3.243154 0.4614 24.187 0.46942
2175 HSCJ224131+053912 340.377278 5.653458 0.1486 32.412 0.14947
2176 HSCJ224139-000347 340.411556 -0.063045 0.44 18.74 -1.0
2177 HSCJ224150+012330 340.458704 1.391721 0.3582 26.039 -1.0
2178 HSCJ224155-001910 340.480909 -0.319454 0.3535 15.316 0.34602
2179 HSCJ224209+053459 340.537418 5.583154 0.1813 28.009 0.18789
2180 HSCJ224212+013006 340.551565 1.50154 0.4751 15.101 0.46212
2181 HSCJ224236-001917 340.649518 -0.321514 0.4352 43.404 0.42955
2182 HSCJ224245+010742 340.6887 1.128345 0.366 22.999 0.3656
2183 HSCJ224247+000709 340.694076 0.119154 0.3366 25.158 -1.0
2184 HSCJ224321+053201 340.837057 5.533611 0.1847 15.064 -1.0
2185 HSCJ224326-002406 340.858412 -0.401592 0.362 50.178 0.35954
2186 HSCJ224352+011051 340.968593 1.180746 0.4635 18.168 0.45549
2187 HSCJ224359+002408 340.99377 0.402121 0.4064 19.379 -1.0
2188 HSCJ224406+000108 341.024672 0.018965 0.44 17.833 -1.0
2189 HSCJ224415+001311 341.060964 0.219792 0.4458 16.172 0.43772
2190 HSCJ224419+050036 341.07809 5.009977 0.147 16.69 -1.0
2191 HSCJ224440+004647 341.16657 0.779698 0.4407 16.672 -1.0
2192 HSCJ224511+045750 341.295558 4.963793 0.37 20.343 0.37131
2193 HSCJ224531+053604 341.377455 5.601249 0.3329 28.52 0.34387
